#	date	

10:57:14.932321		MAIN	INFO	SCENARIO	FILENAME	scenario_settings5.txt
10:57:14.932449		MAIN	INFO	SCREENSIZE	WIDTH	1920
10:57:14.932504		MAIN	INFO	SCREENSIZE	HEIGHT	1080
10:57:14.941110		MAIN	INFO	COMMUNICATIONS	AOI_X	[0, 563]
10:57:14.941262		MAIN	INFO	COMMUNICATIONS	AOI_Y	[580, 1080]
10:57:14.944784		MAIN	INFO	SYSMON	AOI_X	[0, 668]
10:57:14.944927		MAIN	INFO	SYSMON	AOI_Y	[40, 540]
10:57:14.945226		MAIN	INFO	TRACK	AOI_X	[563, 1585]
10:57:14.945329		MAIN	INFO	TRACK	AOI_Y	[40, 540]
10:57:14.945531		MAIN	INFO	RESMAN	AOI_X	[563, 1585]
10:57:14.945624		MAIN	INFO	RESMAN	AOI_Y	[580, 1080]
10:57:14.945814		MAIN	INFO	PUMPSTATUS	AOI_X	[1576, 1919]
10:57:14.945906		MAIN	INFO	PUMPSTATUS	AOI_Y	[580, 1080]
10:57:14.946094		MAIN	INFO	SCHEDULING	AOI_X	[1576, 1919]
10:57:14.946184		MAIN	INFO	SCHEDULING	AOI_Y	[40, 540]
10:57:14.981711		MAIN	SCENARIO	COMMUNICATIONS	CALLSIGNREGEX	[A-Z][A-Z]\d\d
10:57:14.981800		MAIN	SCENARIO	COMMUNICATIONS	OTHERCALLSIGNNUMBER	5
10:57:14.981828		MAIN	SCENARIO	COMMUNICATIONS	VOICEGENDER	male
10:57:14.981850		MAIN	SCENARIO	COMMUNICATIONS	VOICEIDIOM	english
10:57:14.982662		COMMUN	STATE	OWNCALLSIGN		TU85
10:57:15.000393		COMMUN	STATE	OTHERCALLSIGN		['PO76', 'RC23', 'VD19', 'NS40', 'EG67']
10:57:15.001626		MAIN	STATE	COMMUNICATIONS	START
10:57:15.001941		TRACK	STATE	TARGET	X	0.5
10:57:15.001992		TRACK	STATE	TARGET	Y	0.5
10:57:15.002017		TRACK	STATE	TARGET	RADIUS	0.1
10:57:15.002040		TRACK	STATE		MODE	MANUAL
10:57:15.002061		MAIN	STATE	TRACK	START
10:57:15.002100		MAIN	SCENARIO	TRACK	AUTOMATICSOLVER	True
10:57:15.019360		MAIN	STATE	SYSMON	START
10:57:15.040920		TRACK	STATE	CURSOR	X	-0.0055251087259057625
10:57:15.041266		TRACK	STATE	CURSOR	Y	0.10365877026351329
10:57:15.061485		TRACK	STATE	CURSOR	X	-0.005468933082961462
10:57:15.061750		TRACK	STATE	CURSOR	Y	0.09321344549921652
10:57:15.081962		TRACK	STATE	CURSOR	X	-0.005417816699733846
10:57:15.082070		TRACK	STATE	CURSOR	Y	0.08274561882584333
10:57:15.102187		TRACK	STATE	CURSOR	X	-0.005373869067975194
10:57:15.102303		TRACK	STATE	CURSOR	Y	0.07227924842128619
10:57:15.122428		TRACK	STATE	CURSOR	X	-0.005334569418223532
10:57:15.122536		TRACK	STATE	CURSOR	Y	0.06179266300682933
10:57:15.142773		TRACK	STATE	CURSOR	X	-0.005298337166157213
10:57:15.142885		TRACK	STATE	CURSOR	Y	0.0512601013694671
10:57:15.163157		TRACK	STATE	CURSOR	X	-0.00526865058597802
10:57:15.163275		TRACK	STATE	CURSOR	Y	0.04073239127819193
10:57:15.183496		TRACK	STATE	CURSOR	X	-0.005243692712697201
10:57:15.183603		TRACK	STATE	CURSOR	Y	0.030184781123365298
10:57:15.203852		TRACK	STATE	CURSOR	X	-0.005222603088954669
