#	date	

15:28:48.089199		MAIN	INFO	SCENARIO	FILENAME	complete_track.txt
15:28:48.089663		MAIN	INFO	SCREENSIZE	WIDTH	1600
15:28:48.089935		MAIN	INFO	SCREENSIZE	HEIGHT	900
15:28:48.097701		MAIN	INFO	COMMUNICATIONS	AOI_X	[0, 469]
15:28:48.097825		MAIN	INFO	COMMUNICATIONS	AOI_Y	[483, 900]
15:28:48.098226		MAIN	INFO	SCHEDULING	AOI_X	[1313, 1600]
15:28:48.098329		MAIN	INFO	SCHEDULING	AOI_Y	[33, 450]
15:28:48.098530		MAIN	INFO	RESMAN	AOI_X	[469, 1321]
15:28:48.098622		MAIN	INFO	RESMAN	AOI_Y	[483, 900]
15:28:48.098803		MAIN	INFO	SYSMON	AOI_X	[0, 557]
15:28:48.098893		MAIN	INFO	SYSMON	AOI_Y	[33, 450]
15:28:48.099098		MAIN	INFO	TRACK	AOI_X	[469, 1321]
15:28:48.099186		MAIN	INFO	TRACK	AOI_Y	[33, 450]
15:28:48.099396		MAIN	INFO	PUMPSTATUS	AOI_X	[1313, 1600]
15:28:48.099485		MAIN	INFO	PUMPSTATUS	AOI_Y	[483, 900]
15:28:48.150747		MAIN	SCENARIO	TRACK	CURSORCOLOR	#009900
15:28:48.151274		TRACK	STATE	TARGET	X	0.5
15:28:48.151402		TRACK	STATE	TARGET	Y	0.5
15:28:48.151474		TRACK	STATE	TARGET	RADIUS	0.1
15:28:48.151573		TRACK	STATE		MODE	MANUAL
15:28:48.151632		MAIN	STATE	TRACK	START
15:28:48.189774		TRACK	STATE	CURSOR	X	-0.0055251087259057625
15:28:48.189899		TRACK	STATE	CURSOR	Y	0.11365877026351329
15:28:48.193125		TRACK	STATE	CURSOR	X	-0.005468933082961462
15:28:48.193191		TRACK	STATE	CURSOR	Y	0.11321344549921651
15:28:48.213226		TRACK	STATE	CURSOR	X	-0.005420135586415316
15:28:48.213331		TRACK	STATE	CURSOR	Y	0.11276840495240177
15:28:48.233207		TRACK	STATE	CURSOR	X	-0.005375956291845174
15:28:48.233282		TRACK	STATE	CURSOR	Y	0.11230304786550512
15:28:48.253261		TRACK	STATE	CURSOR	X	-0.005336423584104799
15:28:48.253322		TRACK	STATE	CURSOR	Y	0.11181747085341749
15:28:48.273371		TRACK	STATE	CURSOR	X	-0.005301564928950499
15:28:48.273473		TRACK	STATE	CURSOR	Y	0.11131177374640984
15:28:48.293392		TRACK	STATE	CURSOR	X	-0.005271406865783303
15:28:48.293450		TRACK	STATE	CURSOR	Y	0.11078605957267011
15:28:48.313523		TRACK	STATE	CURSOR	X	-0.005245975000532255
15:28:48.313690		TRACK	STATE	CURSOR	Y	0.11024043454036785
