#	date	

14:27:16.632570		MAIN	INFO	SCENARIO	FILENAME	complete_track.txt
14:27:16.632687		MAIN	INFO	SCREENSIZE	WIDTH	1920
14:27:16.632738		MAIN	INFO	SCREENSIZE	HEIGHT	1080
14:27:16.638972		MAIN	INFO	COMMUNICATIONS	AOI_X	[0, 563]
14:27:16.639040		MAIN	INFO	COMMUNICATIONS	AOI_Y	[580, 1080]
14:27:16.642010		MAIN	INFO	SYSMON	AOI_X	[0, 668]
14:27:16.642065		MAIN	INFO	SYSMON	AOI_Y	[40, 540]
14:27:16.642163		MAIN	INFO	TRACK	AOI_X	[563, 1585]
14:27:16.642200		MAIN	INFO	TRACK	AOI_Y	[40, 540]
14:27:16.642285		MAIN	INFO	RESMAN	AOI_X	[563, 1585]
14:27:16.642319		MAIN	INFO	RESMAN	AOI_Y	[580, 1080]
14:27:16.642390		MAIN	INFO	PUMPSTATUS	AOI_X	[1576, 1919]
14:27:16.642423		MAIN	INFO	PUMPSTATUS	AOI_Y	[580, 1080]
14:27:16.642492		MAIN	INFO	SCHEDULING	AOI_X	[1576, 1919]
14:27:16.642528		MAIN	INFO	SCHEDULING	AOI_Y	[40, 540]
14:27:16.665529		MAIN	SCENARIO	TRACK	CURSORCOLOR	#009900
14:27:16.665987		TRACK	STATE	TARGET	X	0.5
14:27:16.666065		TRACK	STATE	TARGET	Y	0.5
14:27:16.666090		TRACK	STATE	TARGET	RADIUS	0.1
14:27:16.666115		TRACK	STATE		MODE	MANUAL
14:27:16.666135		MAIN	STATE	TRACK	START
14:27:16.666182		MAIN	SCENARIO	TRACK	AUTOMATICSOLVER	True
14:27:16.710083		TRACK	STATE	CURSOR	X	-0.005463846342058191
14:27:16.710219		TRACK	STATE	CURSOR	Y	0.10316985837565015
14:27:16.730947		TRACK	STATE	CURSOR	X	-0.005413213577858335
14:27:16.731104		TRACK	STATE	CURSOR	Y	0.09269989424422302
14:27:16.751576		TRACK	STATE	CURSOR	X	-0.005367677131165029
14:27:16.751687		TRACK	STATE	CURSOR	Y	0.08220754690872656
14:27:16.771821		TRACK	STATE	CURSOR	X	-0.005329077066221155
14:27:16.771930		TRACK	STATE	CURSOR	Y	0.0717179377886452
14:27:16.792061		TRACK	STATE	CURSOR	X	-0.005295156436081712
14:27:16.792169		TRACK	STATE	CURSOR	Y	0.06120822892401535
14:27:16.812154		TRACK	STATE	CURSOR	X	-0.005265941594018127
14:27:16.812257		TRACK	STATE	CURSOR	Y	0.05067852398047147
14:27:16.832296		TRACK	STATE	CURSOR	X	-0.005241457958423873
14:27:16.832415		TRACK	STATE	CURSOR	Y	0.040128929799984704
14:27:16.852531		TRACK	STATE	CURSOR	X	-0.0052208688710159434
14:27:16.852697		TRACK	STATE	CURSOR	Y	0.02953057052260892
14:27:16.872738		TRACK	STATE	CURSOR	X	-0.0052061596905148555
14:27:16.872843		TRACK	STATE	CURSOR	Y	0.018940550727530016
14:27:16.892779		TRACK	STATE	CURSOR	X	-0.005196253397141905
14:27:16.892880		TRACK	STATE	CURSOR	Y	0.018330986986532814
14:27:16.912823		TRACK	STATE	CURSOR	X	-0.005191171553557601
14:27:16.912934		TRACK	STATE	CURSOR	Y	0.017701998811710272
14:27:16.932927		TRACK	STATE	CURSOR	X	-0.00519093475398331
14:27:16.933040		TRACK	STATE	CURSOR	Y	0.017053708793312895
14:27:16.953012		TRACK	STATE	CURSOR	X	-0.0051955626180044305
14:27:16.953114		TRACK	STATE	CURSOR	Y	0.016386242578916542
14:27:16.973087		TRACK	STATE	CURSOR	X	-0.005205073784524468
14:27:16.973196		TRACK	STATE	CURSOR	Y	0.015699728852139237
14:27:16.993200		TRACK	STATE	CURSOR	X	-0.005219485905870874
14:27:16.993342		TRACK	STATE	CURSOR	Y	0.014994299310909585
14:27:17.013385		TRACK	STATE	CURSOR	X	-0.005238815642054186
14:27:17.013506		TRACK	STATE	CURSOR	Y	0.014270088645289482
14:27:17.034012		TRACK	STATE	CURSOR	X	-0.005264421571586149
14:27:17.034134		TRACK	STATE	CURSOR	Y	0.013489604927009534
14:27:17.054177		TRACK	STATE	CURSOR	X	-0.005293880283932212
14:27:17.054284		TRACK	STATE	CURSOR	Y	0.012727326538289375
14:27:17.074361		TRACK	STATE	CURSOR	X	-0.005328301238084625
14:27:17.074485		TRACK	STATE	CURSOR	Y	0.011946696072526651
14:27:17.094916		TRACK	STATE	CURSOR	X	-0.005369797609775055
14:27:17.095170		TRACK	STATE	CURSOR	Y	0.011107443077551175
14:27:17.115082		TRACK	STATE	CURSOR	X	-0.005414429390396112
14:27:17.115185		TRACK	STATE	CURSOR	Y	0.010289652219403748
14:27:17.135237		TRACK	STATE	CURSOR	X	-0.00546405860820733
14:27:17.135342		TRACK	STATE	CURSOR	Y	0.009453965285862377
14:27:17.155595		TRACK	STATE	CURSOR	X	-0.005521558118881109
14:27:17.155710		TRACK	STATE	CURSOR	Y	0.008557403274612595
14:27:17.175796		TRACK	STATE	CURSOR	X	-0.005581460536256762
14:27:17.175912		TRACK	STATE	CURSOR	Y	0.00768551782261994
14:27:17.196028		TRACK	STATE	CURSOR	X	-0.005646386018678211
14:27:17.196144		TRACK	STATE	CURSOR	Y	0.006796218547392131
14:27:17.216398		TRACK	STATE	CURSOR	X	-0.005716340865009374
14:27:17.216633		TRACK	STATE	CURSOR	Y	0.0058896691547290145
14:27:17.236393		TRACK	STATE	CURSOR	X	-0.00579133032841229
14:27:17.236500		TRACK	STATE	CURSOR	Y	0.004966036066155359
14:27:17.256558		TRACK	STATE	CURSOR	X	-0.005875492356791208
14:27:17.256661		TRACK	STATE	CURSOR	Y	0.003978020069883591
14:27:17.276702		TRACK	STATE	CURSOR	X	-0.005960814774435737
14:27:17.276819		TRACK	STATE	CURSOR	Y	0.003019896995610248
14:27:17.296880		TRACK	STATE	CURSOR	X	-0.006051181334012741
14:27:17.296993		TRACK	STATE	CURSOR	Y	0.002045214298104385
14:27:17.317092		TRACK	STATE	CURSOR	X	-0.0061465930163094595
14:27:17.317208		TRACK	STATE	CURSOR	Y	0.0010541491142703127
14:27:17.337553		TRACK	STATE	CURSOR	X	-0.006252204991216999
14:27:17.337661		TRACK	STATE	CURSOR	Y	-3.904307540582297e-06
14:27:17.357947		TRACK	STATE	CURSOR	X	-0.006357957750499521
14:27:17.358064		TRACK	STATE	CURSOR	Y	-0.001027988983808882
14:27:17.378168		TRACK	STATE	CURSOR	X	-0.006468752044477342
14:27:17.378271		TRACK	STATE	CURSOR	Y	-0.002067900106106045
14:27:17.398225		TRACK	STATE	CURSOR	X	-0.006584584529991565
14:27:17.398335		TRACK	STATE	CURSOR	Y	-0.003123450295796505
14:27:17.418396		TRACK	STATE	CURSOR	X	-0.006705450789581337
14:27:17.418503		TRACK	STATE	CURSOR	Y	-0.00419444972121371
14:27:17.438583		TRACK	STATE	CURSOR	X	-0.006837771935216323
14:27:17.438710		TRACK	STATE	CURSOR	Y	-0.005335415963200953
14:27:17.458768		TRACK	STATE	CURSOR	X	-0.006968939075488327
14:27:17.458897		TRACK	STATE	CURSOR	Y	-0.006437482671997015
14:27:17.479214		TRACK	STATE	CURSOR	X	-0.00710511985842117
14:27:17.479414		TRACK	STATE	CURSOR	Y	-0.007554404801011945
14:27:17.499306		TRACK	STATE	CURSOR	X	-0.007246305493880288
14:27:17.499439		TRACK	STATE	CURSOR	Y	-0.008685982901957635
14:27:17.519538		TRACK	STATE	CURSOR	X	-0.007399926064448827
14:27:17.519649		TRACK	STATE	CURSOR	Y	-0.009889692622681169
14:27:17.539883		TRACK	STATE	CURSOR	X	-0.0075513395901258456
14:27:17.540137		TRACK	STATE	CURSOR	Y	-0.011050682294618579
14:27:17.559990		TRACK	STATE	CURSOR	X	-0.007707724456367859
14:27:17.560105		TRACK	STATE	CURSOR	Y	-0.01222570558958281
14:27:17.580332		TRACK	STATE	CURSOR	X	-0.00786906747393859
14:27:17.580473		TRACK	STATE	CURSOR	Y	-0.013414553970173194
14:27:17.600532		TRACK	STATE	CURSOR	X	-0.008043798214831846
14:27:17.600642		TRACK	STATE	CURSOR	Y	-0.014677493446052091
14:27:17.620704		TRACK	STATE	CURSOR	X	-0.008215259613075648
14:27:17.620826		TRACK	STATE	CURSOR	Y	-0.015894022231490855
14:27:17.640968		TRACK	STATE	CURSOR	X	-0.008391632206845986
14:27:17.641082		TRACK	STATE	CURSOR	Y	-0.017123726862991774
14:27:17.661158		TRACK	STATE	CURSOR	X	-0.008572898392746553
14:27:17.661288		TRACK	STATE	CURSOR	Y	-0.018366390263464073
14:27:17.681425		TRACK	STATE	CURSOR	X	-0.008759039476465447
14:27:17.681577		TRACK	STATE	CURSOR	Y	-0.019621793334230427
14:27:17.701782		TRACK	STATE	CURSOR	X	-0.00895971255942482
14:27:17.701930		TRACK	STATE	CURSOR	Y	-0.010953435693237855
14:27:17.722069		TRACK	STATE	CURSOR	X	-0.00915578413637308
14:27:17.722180		TRACK	STATE	CURSOR	Y	-0.012234261785994878
14:27:17.742529		TRACK	STATE	CURSOR	X	-0.00936683687471355
14:27:17.742675		TRACK	STATE	CURSOR	Y	-0.013592103941922134
14:27:17.762829		TRACK	STATE	CURSOR	X	-0.009572746401455667
14:27:17.762938		TRACK	STATE	CURSOR	Y	-0.01489740733783468
14:27:17.782939		TRACK	STATE	CURSOR	X	-0.009783418520591067
