#	date	

20:24:02.340351		MAIN	INFO	SCENARIO	FILENAME	scenario_settings3.txt
20:24:02.343341		MAIN	INFO	SCREENSIZE	WIDTH	1920
20:24:02.343341		MAIN	INFO	SCREENSIZE	HEIGHT	1080
20:24:02.389232		MAIN	INFO	COMMUNICATIONS	AOI_X	[0, 563]
20:24:02.389232		MAIN	INFO	COMMUNICATIONS	AOI_Y	[580, 1080]
20:24:02.394264		MAIN	INFO	PUMPSTATUS	AOI_X	[1576, 1919]
20:24:02.394264		MAIN	INFO	PUMPSTATUS	AOI_Y	[580, 1080]
20:24:02.395263		MAIN	INFO	RESMAN	AOI_X	[563, 1585]
20:24:02.395263		MAIN	INFO	RESMAN	AOI_Y	[580, 1080]
20:24:02.395854		MAIN	INFO	SCHEDULING	AOI_X	[1576, 1919]
20:24:02.395854		MAIN	INFO	SCHEDULING	AOI_Y	[40, 540]
20:24:02.395854		MAIN	INFO	SYSMON	AOI_X	[0, 668]
20:24:02.395854		MAIN	INFO	SYSMON	AOI_Y	[40, 540]
20:24:02.396863		MAIN	INFO	TRACK	AOI_X	[563, 1585]
20:24:02.396863		MAIN	INFO	TRACK	AOI_Y	[40, 540]
20:24:02.410199		MAIN	SCENARIO	COMMUNICATIONS	CALLSIGNREGEX	[A-Z][A-Z]\d\d
20:24:02.411192		MAIN	SCENARIO	COMMUNICATIONS	OTHERCALLSIGNNUMBER	5
20:24:02.411689		MAIN	SCENARIO	COMMUNICATIONS	VOICEGENDER	male
20:24:02.412203		MAIN	SCENARIO	COMMUNICATIONS	VOICEIDIOM	english
20:24:02.420924		COMMUN	STATE	OWNCALLSIGN		ZP31
20:24:02.442546		COMMUN	STATE	OTHERCALLSIGN		['IM85', 'VD27', 'FJ64', 'QL90', 'GK06']
20:24:02.446541		MAIN	STATE	COMMUNICATIONS	START
20:24:02.446541		TRACK	STATE	TARGET	X	0.5
20:24:02.447538		TRACK	STATE	TARGET	Y	0.5
20:24:02.447538		TRACK	STATE	TARGET	RADIUS	0.1
20:24:02.447538		TRACK	STATE		MODE	MANUAL
20:24:02.447538		MAIN	STATE	TRACK	START
20:24:02.448535		MAIN	SCENARIO	TRACK	AUTOMATICSOLVER	True
20:24:02.989086		MAIN	STATE	SYSMON	START
20:24:02.992384		MAIN	STATE	PUMPSTATUS	START
20:24:02.993727		RESMAN	STATE	TANK	TOLERANCE	500
20:24:02.993727		RESMAN	STATE	TANKA	TARGET	2500
20:24:02.994727		RESMAN	STATE	TANKB	TARGET	2500
20:24:03.000669		MAIN	STATE	RESMAN	START
20:24:03.006268		MAIN	STATE	SCHEDULING	START
20:24:03.007264		MAIN	STATE		PAUSE
20:24:03.031546		MAIN	STATE	PARTICIPANTINFO	START
20:24:04.949288		MAIN	INPUT	KEY_RELEASE	68
20:24:05.171205		MAIN	INPUT	KEY_RELEASE	69
20:24:05.373124		MAIN	INPUT	KEY_RELEASE	77
20:24:05.393834		MAIN	INPUT	KEY_RELEASE	79
20:24:07.094587		PARTICIPANTINFO	INPUT	PARTID	demo
20:24:07.094587		MAIN	STATE		RESUME
20:24:07.213575		TRACK	STATE	CURSOR	X	-0.005343957067056186
20:24:07.214898		TRACK	STATE	CURSOR	Y	0.10191619910415925
20:24:07.234176		TRACK	STATE	CURSOR	X	-0.0053081614484858
20:24:07.235166		TRACK	STATE	CURSOR	Y	0.09141451787595868
20:24:07.254983		TRACK	STATE	CURSOR	X	-0.005277061188474504
20:24:07.254983		TRACK	STATE	CURSOR	Y	0.08089279872040916
20:24:07.275171		TRACK	STATE	CURSOR	X	-0.005249487504867256
20:24:07.275171		TRACK	STATE	CURSOR	Y	0.07032354334846137
20:24:07.295319		TRACK	STATE	CURSOR	X	-0.005228092338246476
20:24:07.295319		TRACK	STATE	CURSOR	Y	0.059761079954576905
20:24:07.315289		TRACK	STATE	CURSOR	X	-0.005211468256164355
20:24:07.315289		TRACK	STATE	CURSOR	Y	0.04917891050785478
20:24:07.335757		TRACK	STATE	CURSOR	X	-0.005199638166399956
20:24:07.335757		TRACK	STATE	CURSOR	Y	0.0385771501768399
20:24:07.355360		TRACK	STATE	CURSOR	X	-0.005192624017220639
20:24:07.356352		TRACK	STATE	CURSOR	Y	0.02795591723663242
20:24:07.376031		TRACK	STATE	CURSOR	X	-0.005190465261980248
20:24:07.377027		TRACK	STATE	CURSOR	Y	0.017282798087950947
20:24:07.396807		TRACK	STATE	CURSOR	X	-0.00519338832324311
20:24:07.397477		TRACK	STATE	CURSOR	Y	0.016622029059345657
20:24:07.417175		TRACK	STATE	CURSOR	X	-0.0052017066183541
20:24:07.417175		TRACK	STATE	CURSOR	Y	0.01590767518100513
20:24:07.437720		TRACK	STATE	CURSOR	X	-0.0052146466586917945
20:24:07.437720		TRACK	STATE	CURSOR	Y	0.015207906377363294
20:24:07.457623		TRACK	STATE	CURSOR	X	-0.005233521307990328
20:24:07.458623		TRACK	STATE	CURSOR	Y	0.014452894564381306
20:24:07.478596		TRACK	STATE	CURSOR	X	-0.0052565495883368325
20:24:07.478596		TRACK	STATE	CURSOR	Y	0.013714688233031895
20:24:07.498126		TRACK	STATE	CURSOR	X	-0.0052845222340569264
20:24:07.499126		TRACK	STATE	CURSOR	Y	0.012957943616436922
20:24:07.519611		TRACK	STATE	CURSOR	X	-0.005321019449158859
20:24:07.520607		TRACK	STATE	CURSOR	Y	0.012104283337903345
20:24:07.540698		TRACK	STATE	CURSOR	X	-0.005359419307229968
20:24:07.540698		TRACK	STATE	CURSOR	Y	0.01130907660431451
20:24:07.561150		TRACK	STATE	CURSOR	X	-0.005405103560245418
20:24:07.561150		TRACK	STATE	CURSOR	Y	0.010454646995824358
20:24:07.581153		TRACK	STATE	CURSOR	X	-0.005453732500596692
20:24:07.581153		TRACK	STATE	CURSOR	Y	0.009622526946632758
20:24:07.602230		TRACK	STATE	CURSOR	X	-0.005510179775527803
20:24:07.602727		TRACK	STATE	CURSOR	Y	0.008729676492893627
20:24:07.622367		TRACK	STATE	CURSOR	X	-0.005569078427501715
20:24:07.622850		TRACK	STATE	CURSOR	Y	0.007861293209361554
20:24:07.643234		TRACK	STATE	CURSOR	X	-0.005636326716494232
20:24:07.643785		TRACK	STATE	CURSOR	Y	0.006930717165048776
20:24:07.663782		TRACK	STATE	CURSOR	X	-0.005705526797751668
20:24:07.664664		TRACK	STATE	CURSOR	Y	0.006026744746687761
20:24:07.684827		TRACK	STATE	CURSOR	X	-0.005783604696257337
20:24:07.684827		TRACK	STATE	CURSOR	Y	0.005059163342640595
20:24:07.704274		TRACK	STATE	CURSOR	X	-0.0058631289391301205
20:24:07.705268		TRACK	STATE	CURSOR	Y	0.004120299440702503
20:24:07.725068		TRACK	STATE	CURSOR	X	-0.00595205557166123
20:24:07.725068		TRACK	STATE	CURSOR	Y	0.003116457386390402
20:24:07.745430		TRACK	STATE	CURSOR	X	-0.006041917655392369
20:24:07.745430		TRACK	STATE	CURSOR	Y	0.002143422722766554
20:24:07.765213		TRACK	STATE	CURSOR	X	-0.006136824811561081
20:24:07.766210		TRACK	STATE	CURSOR	Y	0.0011539877428224862
20:24:07.786278		TRACK	STATE	CURSOR	X	-0.006241907096413831
20:24:07.786278		TRACK	STATE	CURSOR	Y	9.762656541458664e-05
20:24:07.806484		TRACK	STATE	CURSOR	X	-0.006347155559641067
20:24:07.806484		TRACK	STATE	CURSOR	Y	-0.0009248652557764733
20:24:07.826491		TRACK	STATE	CURSOR	X	-0.006463092640589955
20:24:07.827487		TRACK	STATE	CURSOR	Y	-0.0020155315545643746
20:24:07.847400		TRACK	STATE	CURSOR	X	-0.006578673312502364
20:24:07.848402		TRACK	STATE	CURSOR	Y	-0.0030703042791206184
20:24:07.867735		TRACK	STATE	CURSOR	X	-0.00669928800491416
20:24:07.867735		TRACK	STATE	CURSOR	Y	-0.0041405357887726105
20:24:07.887662		TRACK	STATE	CURSOR	X	-0.006831345329184511
20:24:07.888659		TRACK	STATE	CURSOR	Y	-0.0052807061284106185
20:24:07.908628		TRACK	STATE	CURSOR	X	-0.006962261576008257
20:24:07.909165		TRACK	STATE	CURSOR	Y	-0.006382024872270527
20:24:07.929618		TRACK	STATE	CURSOR	X	-0.00710511985842117
20:24:07.929618		TRACK	STATE	CURSOR	Y	-0.007554404801011945
20:24:07.949381		TRACK	STATE	CURSOR	X	-0.007246305493880288
20:24:07.949381		TRACK	STATE	CURSOR	Y	-0.008685982901957635
20:24:07.969354		TRACK	STATE	CURSOR	X	-0.007392486107552544
20:24:07.970351		TRACK	STATE	CURSOR	Y	-0.00983201523240703
20:24:07.990235		TRACK	STATE	CURSOR	X	-0.0075513395901258456
20:24:07.990235		TRACK	STATE	CURSOR	Y	-0.011050682294618565
20:24:08.010974		TRACK	STATE	CURSOR	X	-0.007707724456367859
20:24:08.010974		TRACK	STATE	CURSOR	Y	-0.01222570558958281
20:24:08.031096		TRACK	STATE	CURSOR	X	-0.00786906747393859
20:24:08.031096		TRACK	STATE	CURSOR	Y	-0.013414553970173194
20:24:08.050824		TRACK	STATE	CURSOR	X	-0.008043798214831846
20:24:08.051815		TRACK	STATE	CURSOR	Y	-0.014677493446052091
20:24:08.071414		TRACK	STATE	CURSOR	X	-0.008215259613075648
20:24:08.072404		TRACK	STATE	CURSOR	Y	-0.015894022231490855
20:24:08.092021		TRACK	STATE	CURSOR	X	-0.00840057944430328
20:24:08.092021		TRACK	STATE	CURSOR	Y	-0.017185554075375926
20:24:08.111700		TRACK	STATE	CURSOR	X	-0.00858208982815357
20:24:08.112703		TRACK	STATE	CURSOR	Y	-0.018428859679612143
20:24:08.132637		TRACK	STATE	CURSOR	X	-0.008777920951934248
20:24:08.133640		TRACK	STATE	CURSOR	Y	-0.01974802582841189
20:24:08.153126		TRACK	STATE	CURSOR	X	-0.008969401529259893
20:24:08.154094		TRACK	STATE	CURSOR	Y	-0.011017187107657008
20:24:08.174260		TRACK	STATE	CURSOR	X	-0.00917565627971669
20:24:08.174666		TRACK	STATE	CURSOR	Y	-0.012363011386400656
20:24:08.194389		TRACK	STATE	CURSOR	X	-0.009377018860630776
20:24:08.194389		TRACK	STATE	CURSOR	Y	-0.013657090258424752
20:24:08.214630		TRACK	STATE	CURSOR	X	-0.009583167102101988
20:24:08.215127		TRACK	STATE	CURSOR	Y	-0.014962978710969051
20:24:08.235572		TRACK	STATE	CURSOR	X	-0.009804746708783063
20:24:08.235572		TRACK	STATE	CURSOR	Y	-0.016346621109933013
20:24:08.255344		TRACK	STATE	CURSOR	X	-0.010020628365853101
20:24:08.255847		TRACK	STATE	CURSOR	Y	-0.017676001481842972
20:24:08.275132		TRACK	STATE	CURSOR	X	-0.010241218137799065
20:24:08.276129		TRACK	STATE	CURSOR	Y	-0.019016487549850268
20:24:08.295767		TRACK	STATE	CURSOR	X	-0.010466488398659324
20:24:08.295767		TRACK	STATE	CURSOR	Y	-0.010367844986156208
20:24:08.316026		TRACK	STATE	CURSOR	X	-0.010708028118949895
20:24:08.316026		TRACK	STATE	CURSOR	Y	-0.011798212335565309
20:24:08.336991		TRACK	STATE	CURSOR	X	-0.01095466189276136
20:24:08.336991		TRACK	STATE	CURSOR	Y	-0.013240029968526442
20:24:08.357691		TRACK	STATE	CURSOR	X	-0.011206353883899622
20:24:08.358687		TRACK	STATE	CURSOR	Y	-0.01469302075001873
20:24:08.378907		TRACK	STATE	CURSOR	X	-0.011450729218664607
20:24:08.378907		TRACK	STATE	CURSOR	Y	-0.016086953937385906
20:24:08.398272		TRACK	STATE	CURSOR	X	-0.01169962562588761
20:24:08.399268		TRACK	STATE	CURSOR	Y	-0.017490525790612763
20:24:08.419117		TRACK	STATE	CURSOR	X	-0.011965795145892253
20:24:08.419117		TRACK	STATE	CURSOR	Y	-0.0189743827253432
20:24:08.439432		TRACK	STATE	CURSOR	X	-0.012223851443405145
20:24:08.439432		TRACK	STATE	CURSOR	Y	-0.010396949095129416
20:24:08.459946		TRACK	STATE	CURSOR	X	-0.012499559594139231
20:24:08.459946		TRACK	STATE	CURSOR	Y	-0.01190020678483004
20:24:08.479961		TRACK	STATE	CURSOR	X	-0.012766622539303977
20:24:08.480958		TRACK	STATE	CURSOR	Y	-0.013340729480010536
20:24:08.500898		TRACK	STATE	CURSOR	X	-0.013038020598297312
20:24:08.500898		TRACK	STATE	CURSOR	Y	-0.014789631085070596
20:24:08.521796		TRACK	STATE	CURSOR	X	-0.013327610761330053
20:24:08.521796		TRACK	STATE	CURSOR	Y	-0.016319720783375104
20:24:08.542405		TRACK	STATE	CURSOR	X	-0.013621889372096796
20:24:08.542405		TRACK	STATE	CURSOR	Y	-0.017858479171145872
20:24:08.563145		TRACK	STATE	CURSOR	X	-0.01390646922393828
20:24:08.563145		TRACK	STATE	CURSOR	Y	-0.019331754007349856
20:24:08.583522		TRACK	STATE	CURSOR	X	-0.014209760506086114
20:24:08.583522		TRACK	STATE	CURSOR	Y	-0.010886589323624784
20:24:08.603485		TRACK	STATE	CURSOR	X	-0.014502832431376345
20:24:08.604269		TRACK	STATE	CURSOR	Y	-0.012374638760342596
20:24:08.623317		TRACK	STATE	CURSOR	X	-0.014814942016114154
20:24:08.624767		TRACK	STATE	CURSOR	Y	-0.013944421283583907
20:24:08.644716		TRACK	STATE	CURSOR	X	-0.015116316413405042
20:24:08.644716		TRACK	STATE	CURSOR	Y	-0.015446164712425174
20:24:08.664806		TRACK	STATE	CURSOR	X	-0.015421669307265268
20:24:08.664806		TRACK	STATE	CURSOR	Y	-0.01695419332331355
20:24:08.685252		TRACK	STATE	CURSOR	X	-0.0157309524288754
20:24:08.685302		TRACK	STATE	CURSOR	Y	-0.018468246908296335
20:24:08.705026		TRACK	STATE	CURSOR	X	-0.016059875664696837
20:24:08.705783		TRACK	STATE	CURSOR	Y	-0.010064201814588973
20:24:08.725867		TRACK	STATE	CURSOR	X	-0.01639301935012687
20:24:08.726809		TRACK	STATE	CURSOR	Y	-0.011666208019337819
20:24:08.746171		TRACK	STATE	CURSOR	X	-0.016714168394952905
20:24:08.746171		TRACK	STATE	CURSOR	Y	-0.013197275685014295
20:24:08.765916		TRACK	STATE	CURSOR	X	-0.017039039113451736
20:24:08.767299		TRACK	STATE	CURSOR	Y	-0.014733292287718162
20:24:08.786802		TRACK	STATE	CURSOR	X	-0.017384100333965046
20:24:08.787676		TRACK	STATE	CURSOR	Y	-0.016351146620559802
20:24:08.807269		TRACK	STATE	CURSOR	X	-0.01771643233066057
20:24:08.807269		TRACK	STATE	CURSOR	Y	-0.017896480957720562
20:24:08.827568		TRACK	STATE	CURSOR	X	-0.018052319902233716
20:24:08.827568		TRACK	STATE	CURSOR	Y	-0.01944595541451924
20:24:08.847926		TRACK	STATE	CURSOR	X	-0.018408766745970213
20:24:08.847926		TRACK	STATE	CURSOR	Y	-0.011077067780710827
20:24:08.868064		TRACK	STATE	CURSOR	X	-0.018751765658757736
20:24:08.868064		TRACK	STATE	CURSOR	Y	-0.012634195677586753
