#	date	

10:59:11.574282		MAIN	INFO	SCENARIO	FILENAME	complete_track.txt
10:59:11.574517		MAIN	INFO	SCREENSIZE	WIDTH	1920
10:59:11.574619		MAIN	INFO	SCREENSIZE	HEIGHT	1080
10:59:11.587475		MAIN	INFO	COMMUNICATIONS	AOI_X	[0, 563]
10:59:11.587607		MAIN	INFO	COMMUNICATIONS	AOI_Y	[580, 1080]
10:59:11.588055		MAIN	INFO	SYSMON	AOI_X	[0, 668]
10:59:11.588166		MAIN	INFO	SYSMON	AOI_Y	[40, 540]
10:59:11.588386		MAIN	INFO	TRACK	AOI_X	[563, 1585]
10:59:11.588469		MAIN	INFO	TRACK	AOI_Y	[40, 540]
10:59:11.588638		MAIN	INFO	RESMAN	AOI_X	[563, 1585]
10:59:11.588715		MAIN	INFO	RESMAN	AOI_Y	[580, 1080]
10:59:11.588874		MAIN	INFO	PUMPSTATUS	AOI_X	[1576, 1919]
10:59:11.588951		MAIN	INFO	PUMPSTATUS	AOI_Y	[580, 1080]
10:59:11.589107		MAIN	INFO	SCHEDULING	AOI_X	[1576, 1919]
10:59:11.589185		MAIN	INFO	SCHEDULING	AOI_Y	[40, 540]
10:59:11.610988		MAIN	SCENARIO	TRACK	CURSORCOLOR	#009900
10:59:11.611414		TRACK	STATE	TARGET	X	0.5
10:59:11.611488		TRACK	STATE	TARGET	Y	0.5
10:59:11.611514		TRACK	STATE	TARGET	RADIUS	0.1
10:59:11.611537		TRACK	STATE		MODE	MANUAL
10:59:11.611557		MAIN	STATE	TRACK	START
10:59:11.611608		MAIN	SCENARIO	TRACK	AUTOMATICSOLVER	True
10:59:11.632878		TRACK	STATE	CURSOR	X	-0.0055251087259057625
10:59:11.633001		TRACK	STATE	CURSOR	Y	0.10365877026351329
10:59:11.669202		TRACK	STATE	CURSOR	X	-0.005429526553974967
10:59:11.669361		TRACK	STATE	CURSOR	Y	0.0928590414198641
10:59:11.689430		TRACK	STATE	CURSOR	X	-0.0053844213189396155
10:59:11.689546		TRACK	STATE	CURSOR	Y	0.08239774001498683
10:59:11.709666		TRACK	STATE	CURSOR	X	-0.005343957067056186
10:59:11.709791		TRACK	STATE	CURSOR	Y	0.07191619910415926
10:59:11.729956		TRACK	STATE	CURSOR	X	-0.005306494702524811
10:59:11.730075		TRACK	STATE	CURSOR	Y	0.061388906954245766
10:59:11.750182		TRACK	STATE	CURSOR	X	-0.005275629895290429
10:59:11.750309		TRACK	STATE	CURSOR	Y	0.05086618864725034
10:59:11.770728		TRACK	STATE	CURSOR	X	-0.005249487504867256
10:59:11.770842		TRACK	STATE	CURSOR	Y	0.04032354334846137
10:59:11.790926		TRACK	STATE	CURSOR	X	-0.005227147626590971
10:59:11.791038		TRACK	STATE	CURSOR	Y	0.029732438556293678
10:59:11.811070		TRACK	STATE	CURSOR	X	-0.005210762708014562
10:59:11.811174		TRACK	STATE	CURSOR	Y	0.019149286804199715
10:59:11.831239		TRACK	STATE	CURSOR	X	-0.0051991729020115325
10:59:11.831354		TRACK	STATE	CURSOR	Y	0.018546550007953792
10:59:11.851363		TRACK	STATE	CURSOR	X	-0.005192400108704254
10:59:11.851521		TRACK	STATE	CURSOR	Y	0.017924346597456876
10:59:11.871692		TRACK	STATE	CURSOR	X	-0.005190465261980248
10:59:11.871811		TRACK	STATE	CURSOR	Y	0.017282798087950947
10:59:11.891884		TRACK	STATE	CURSOR	X	-0.005193388323243102
10:59:11.892007		TRACK	STATE	CURSOR	Y	0.016622029059345657
10:59:11.912177		TRACK	STATE	CURSOR	X	-0.0052017066183541
10:59:11.912299		TRACK	STATE	CURSOR	Y	0.01590767518100513
10:59:11.932380		TRACK	STATE	CURSOR	X	-0.0052146466586917945
10:59:11.932481		TRACK	STATE	CURSOR	Y	0.015207906377363294
10:59:11.952630		TRACK	STATE	CURSOR	X	-0.005232499420391695
10:59:11.952752		TRACK	STATE	CURSOR	Y	0.014489315729475587
10:59:11.972746		TRACK	STATE	CURSOR	X	-0.005255280865508888
10:59:11.972848		TRACK	STATE	CURSOR	Y	0.01375204000846477
10:59:11.992793		TRACK	STATE	CURSOR	X	-0.005283005954374457
10:59:11.992907		TRACK	STATE	CURSOR	Y	0.01299621893887102
10:59:12.013014		TRACK	STATE	CURSOR	X	-0.005317453147945507
10:59:12.013136		TRACK	STATE	CURSOR	Y	0.01218280351507444
10:59:12.033223		TRACK	STATE	CURSOR	X	-0.005355355220329251
10:59:12.033331		TRACK	STATE	CURSOR	Y	0.011389413634480365
10:59:12.053363		TRACK	STATE	CURSOR	X	-0.0053982403240645516
10:59:12.053464		TRACK	STATE	CURSOR	Y	0.010577922561002852
10:59:12.073545		TRACK	STATE	CURSOR	X	-0.005446119309693594
10:59:12.073650		TRACK	STATE	CURSOR	Y	0.009748481737128743
10:59:12.093745		TRACK	STATE	CURSOR	X	-0.005499002000759913
10:59:12.093860		TRACK	STATE	CURSOR	Y	0.008901245436392834
10:59:12.114042		TRACK	STATE	CURSOR	X	-0.005559923670317259
10:59:12.114161		TRACK	STATE	CURSOR	Y	0.007992666850687648
10:59:12.134264		TRACK	STATE	CURSOR	X	-0.005623090310067978
10:59:12.134380		TRACK	STATE	CURSOR	Y	0.007109443931881655
10:59:12.154519		TRACK	STATE	CURSOR	X	-0.005691284227874682
10:59:12.154626		TRACK	STATE	CURSOR	Y	0.006208913288311045
10:59:12.174670		TRACK	STATE	CURSOR	X	-0.005764511043336741
10:59:12.174776		TRACK	STATE	CURSOR	Y	0.005291240394082207
10:59:12.194920		TRACK	STATE	CURSOR	X	-0.005842775327855182
10:59:12.195043		TRACK	STATE	CURSOR	Y	0.0043565934213251264
10:59:12.215169		TRACK	STATE	CURSOR	X	-0.005930378239232342
10:59:12.215264		TRACK	STATE	CURSOR	Y	0.0033571327179578656
10:59:12.235531		TRACK	STATE	CURSOR	X	-0.006018979183235074
10:59:12.235709		TRACK	STATE	CURSOR	Y	0.002388225871880971
10:59:12.256016		TRACK	STATE	CURSOR	X	-0.006117439758050032
10:59:12.256120		TRACK	STATE	CURSOR	Y	0.001353178187163566
10:59:12.276235		TRACK	STATE	CURSOR	X	-0.006216383040557429
10:59:12.276352		TRACK	STATE	CURSOR	Y	0.00035075203881836797
10:59:12.296469		TRACK	STATE	CURSOR	X	-0.0063203706713094625
10:59:12.296583		TRACK	STATE	CURSOR	Y	-0.0006677495718188167
10:59:12.316732		TRACK	STATE	CURSOR	X	-0.0064294007535099324
10:59:12.316871		TRACK	STATE	CURSOR	Y	-0.001702142625843582
10:59:12.337052		TRACK	STATE	CURSOR	X	-0.0065493060162659196
10:59:12.337235		TRACK	STATE	CURSOR	Y	-0.002805154384681409
10:59:12.357299		TRACK	STATE	CURSOR	X	-0.006668662671481483
10:59:12.357402		TRACK	STATE	CURSOR	Y	-0.0038715391164294913
10:59:12.377471		TRACK	STATE	CURSOR	X	-0.006793049368102146
10:59:12.377586		TRACK	STATE	CURSOR	Y	-0.004953238758637159
10:59:12.397670		TRACK	STATE	CURSOR	X	-0.006922459857168069
10:59:12.397782		TRACK	STATE	CURSOR	Y	-0.006050059380250057
10:59:12.417864		TRACK	STATE	CURSOR	X	-0.007056886809597772
10:59:12.417979		TRACK	STATE	CURSOR	Y	-0.007161804681029331
10:59:12.438106		TRACK	STATE	CURSOR	X	-0.007203424860267889
10:59:12.438211		TRACK	STATE	CURSOR	Y	-0.008344982554270637
10:59:12.458271		TRACK	STATE	CURSOR	X	-0.0073481080818473725
10:59:12.458372		TRACK	STATE	CURSOR	Y	-0.009486699934023242
10:59:12.478406		TRACK	STATE	CURSOR	X	-0.007497778723755853
10:59:12.478519		TRACK	STATE	CURSOR	Y	-0.01064272897596067
10:59:12.498599		TRACK	STATE	CURSOR	X	-0.007652425065360707
10:59:12.498711		TRACK	STATE	CURSOR	Y	-0.011812864112395467
10:59:12.518883		TRACK	STATE	CURSOR	X	-0.007812034298352403
10:59:12.518990		TRACK	STATE	CURSOR	Y	-0.012996897570021017
10:59:12.539029		TRACK	STATE	CURSOR	X	-0.00798495008406457
10:59:12.539124		TRACK	STATE	CURSOR	Y	-0.014254861019593522
10:59:12.559203		TRACK	STATE	CURSOR	X	-0.008154688606928565
10:59:12.559319		TRACK	STATE	CURSOR	Y	-0.01546672735396052
10:59:12.579381		TRACK	STATE	CURSOR	X	-0.008329344228814631
10:59:12.579495		TRACK	STATE	CURSOR	Y	-0.016691845027330628
10:59:12.599573		TRACK	STATE	CURSOR	X	-0.008508899728103592
10:59:12.599692		TRACK	STATE	CURSOR	Y	-0.017929997678394906
10:59:12.619866		TRACK	STATE	CURSOR	X	-0.008693336792318448
10:59:12.619972		TRACK	STATE	CURSOR	Y	-0.019180966912058513
10:59:12.640048		TRACK	STATE	CURSOR	X	-0.008892228248068327
10:59:12.640154		TRACK	STATE	CURSOR	Y	-0.0105080372751981
10:59:12.660203		TRACK	STATE	CURSOR	X	-0.009086610666715103
10:59:12.660318		TRACK	STATE	CURSOR	Y	-0.011784589348621284
10:59:12.680388		TRACK	STATE	CURSOR	X	-0.009285812059612394
10:59:12.680493		TRACK	STATE	CURSOR	Y	-0.013073279703369427
10:59:12.700559		TRACK	STATE	CURSOR	X	-0.009489809696996273
10:59:12.700671		TRACK	STATE	CURSOR	Y	-0.0143738820679548
10:59:12.720776		TRACK	STATE	CURSOR	X	-0.009698579759466114
10:59:12.720882		TRACK	STATE	CURSOR	Y	-0.015686168316550966
10:59:12.740945		TRACK	STATE	CURSOR	X	-0.009922897378356452
10:59:12.741048		TRACK	STATE	CURSOR	Y	-0.017076392031665374
10:59:12.761102		TRACK	STATE	CURSOR	X	-0.010141371852382591
10:59:12.761245		TRACK	STATE	CURSOR	Y	-0.01841190943212729
10:59:12.781327		TRACK	STATE	CURSOR	X	-0.010364539381339133
10:59:12.781441		TRACK	STATE	CURSOR	Y	-0.019758403859594126
10:59:12.801640		TRACK	STATE	CURSOR	X	-0.010592371742428766
10:59:12.801811		TRACK	STATE	CURSOR	Y	-0.011115640052922053
10:59:12.821905		TRACK	STATE	CURSOR	X	-0.010836584165218247
10:59:12.822008		TRACK	STATE	CURSOR	Y	-0.012552039614164222
10:59:12.842072		TRACK	STATE	CURSOR	X	-0.011073886627532706
10:59:12.842193		TRACK	STATE	CURSOR	Y	-0.013930553944569915
10:59:12.862323		TRACK	STATE	CURSOR	X	-0.011315761154518619
10:59:12.862439		TRACK	STATE	CURSOR	Y	-0.0153190823518527
10:59:12.882523		TRACK	STATE	CURSOR	X	-0.01156217514404668
10:59:12.882636		TRACK	STATE	CURSOR	Y	-0.016717383053282193
10:59:12.902875		TRACK	STATE	CURSOR	X	-0.011813094917700495
10:59:12.903056		TRACK	STATE	CURSOR	Y	-0.018125212752176295
10:59:12.923802		TRACK	STATE	CURSOR	X	-0.012081371989939702
10:59:12.923991		TRACK	STATE	CURSOR	Y	-0.0196134216732871
10:59:12.944409		TRACK	STATE	CURSOR	X	-0.012354536863153687
10:59:12.944537		TRACK	STATE	CURSOR	Y	-0.011111581381793094
10:59:12.964664		TRACK	STATE	CURSOR	X	-0.012619198953339803
10:59:12.964785		TRACK	STATE	CURSOR	Y	-0.012547389103867402
10:59:12.984781		TRACK	STATE	CURSOR	X	-0.012888217546147015
10:59:12.984897		TRACK	STATE	CURSOR	Y	-0.013991713302738124
10:59:13.004961		TRACK	STATE	CURSOR	X	-0.01317533292730741
10:59:13.005065		TRACK	STATE	CURSOR	Y	-0.015517145553473577
10:59:13.024987		TRACK	STATE	CURSOR	X	-0.013453158869318138
10:59:13.025113		TRACK	STATE	CURSOR	Y	-0.016978144281563905
10:59:13.045110		TRACK	STATE	CURSOR	X	-0.013735218667268382
10:59:13.045214		TRACK	STATE	CURSOR	Y	-0.0184468917838568
10:59:13.065201		TRACK	STATE	CURSOR	X	-0.014021469973532116
10:59:13.065315		TRACK	STATE	CURSOR	Y	-0.019923133882603798
10:59:13.085321		TRACK	STATE	CURSOR	X	-0.014311869392008847
10:59:13.085415		TRACK	STATE	CURSOR	Y	-0.011406615246828624
10:59:13.105379		TRACK	STATE	CURSOR	X	-0.014606372482029692
10:59:13.105486		TRACK	STATE	CURSOR	Y	-0.012897079432682363
10:59:13.125587		TRACK	STATE	CURSOR	X	-0.014904933762432035
10:59:13.125706		TRACK	STATE	CURSOR	Y	-0.014394268923963923
10:59:13.145855		TRACK	STATE	CURSOR	X	-0.01520750671580425
10:59:13.145972		TRACK	STATE	CURSOR	Y	-0.015897925172797152
10:59:13.166055		TRACK	STATE	CURSOR	X	-0.015529473838022972
10:59:13.166169		TRACK	STATE	CURSOR	Y	-0.017483440084757773
10:59:13.186230		TRACK	STATE	CURSOR	X	-0.01584012094619729
10:59:13.186333		TRACK	STATE	CURSOR	Y	-0.018999540764842237
10:59:13.206365		TRACK	STATE	CURSOR	X	-0.016154631495867683
10:59:13.206462		TRACK	STATE	CURSOR	Y	-0.010521313684781377
10:59:13.226457		TRACK	STATE	CURSOR	X	-0.016472954819675912
10:59:13.226571		TRACK	STATE	CURSOR	Y	-0.01204849653737314
10:59:13.246582		TRACK	STATE	CURSOR	X	-0.01679503923800696
10:59:13.246692		TRACK	STATE	CURSOR	Y	-0.013580826191320906
10:59:13.266700		TRACK	STATE	CURSOR	X	-0.01712083206424349
10:59:13.266809		TRACK	STATE	CURSOR	Y	-0.015118038732725327
10:59:13.286791		TRACK	STATE	CURSOR	X	-0.0174502796101844
10:59:13.286883		TRACK	STATE	CURSOR	Y	-0.016659869506689462
10:59:13.306814		TRACK	STATE	CURSOR	X	-0.0177833271916281
10:59:13.306922		TRACK	STATE	CURSOR	Y	-0.018206053159029012
10:59:13.326862		TRACK	STATE	CURSOR	X	-0.018119919134119495
10:59:13.326974		TRACK	STATE	CURSOR	Y	-0.019756323678087353
10:59:13.346958		TRACK	STATE	CURSOR	X	-0.01847709328356655
10:59:13.347067		TRACK	STATE	CURSOR	Y	-0.011388214465277222
10:59:13.367054		TRACK	STATE	CURSOR	X	-0.018820772966305233
10:59:13.367163		TRACK	STATE	CURSOR	Y	-0.012946028890739739
10:59:13.387169		TRACK	STATE	CURSOR	X	-0.01916782114925113
10:59:13.387275		TRACK	STATE	CURSOR	Y	-0.014507115222816664
10:59:13.407178		TRACK	STATE	CURSOR	X	-0.019518178209535265
10:59:13.407277		TRACK	STATE	CURSOR	Y	-0.016071205216533185
10:59:13.427224		TRACK	STATE	CURSOR	X	-0.019871783565527868
10:59:13.427332		TRACK	STATE	CURSOR	Y	-0.017638030181917362
10:59:13.447263		TRACK	STATE	CURSOR	X	-0.01022857568355858
10:59:13.447369		TRACK	STATE	CURSOR	Y	-0.019207321026292287
10:59:13.467330		TRACK	STATE	CURSOR	X	-0.01058849208479464
10:59:13.467442		TRACK	STATE	CURSOR	Y	-0.010778808296625584
10:59:13.487569		TRACK	STATE	CURSOR	X	-0.01095146935227642
10:59:13.487683		TRACK	STATE	CURSOR	Y	-0.0123522222219274
10:59:13.507745		TRACK	STATE	CURSOR	X	-0.0113174431381092
10:59:13.507851		TRACK	STATE	CURSOR	Y	-0.013927292755699558
10:59:13.527913		TRACK	STATE	CURSOR	X	-0.011686348170810093
10:59:13.528041		TRACK	STATE	CURSOR	Y	-0.015503749618414074
10:59:13.548103		TRACK	STATE	CURSOR	X	-0.01207678077553159
10:59:13.548203		TRACK	STATE	CURSOR	Y	-0.017160225413716933
10:59:13.568229		TRACK	STATE	CURSOR	X	-0.012451486951535204
10:59:13.568327		TRACK	STATE	CURSOR	Y	-0.01873867853247419
10:59:13.588254		TRACK	STATE	CURSOR	X	-0.012828919670880954
10:59:13.588354		TRACK	STATE	CURSOR	Y	-0.01031769263052803
10:59:13.608354		TRACK	STATE	CURSOR	X	-0.013209009999857033
10:59:13.608463		TRACK	STATE	CURSOR	Y	-0.011896996919596172
10:59:13.628550		TRACK	STATE	CURSOR	X	-0.013591688120605237
10:59:13.628661		TRACK	STATE	CURSOR	Y	-0.013476320593271295
10:59:13.648700		TRACK	STATE	CURSOR	X	-0.013976883339387078
10:59:13.648810		TRACK	STATE	CURSOR	Y	-0.015055392869604285
10:59:13.668859		TRACK	STATE	CURSOR	X	-0.014364524094998296
10:59:13.668967		TRACK	STATE	CURSOR	Y	-0.016633943033676244
10:59:13.689011		TRACK	STATE	CURSOR	X	-0.014774099644574231
10:59:13.689110		TRACK	STATE	CURSOR	Y	-0.01829056269164183
10:59:13.709140		TRACK	STATE	CURSOR	X	-0.015166526417168277
10:59:13.709250		TRACK	STATE	CURSOR	Y	-0.019867196712746407
10:59:13.729274		TRACK	STATE	CURSOR	X	-0.015561175197022445
10:59:13.729383		TRACK	STATE	CURSOR	Y	-0.011442483797520478
10:59:13.749424		TRACK	STATE	CURSOR	X	-0.01595797099876122
10:59:13.749528		TRACK	STATE	CURSOR	Y	-0.01301615393757183
10:59:13.769580		TRACK	STATE	CURSOR	X	-0.01635683801426067
10:59:13.769679		TRACK	STATE	CURSOR	Y	-0.014587937406238063
10:59:13.789625		TRACK	STATE	CURSOR	X	-0.01675769962193563
10:59:13.789719		TRACK	STATE	CURSOR	Y	-0.01615756480099037
10:59:13.809674		TRACK	STATE	CURSOR	X	-0.017160478396166634
10:59:13.809786		TRACK	STATE	CURSOR	Y	-0.017724767085790558
10:59:13.829731		TRACK	STATE	CURSOR	X	-0.017565096116866324
10:59:13.829843		TRACK	STATE	CURSOR	Y	-0.01928927563339409
10:59:13.849830		TRACK	STATE	CURSOR	X	-0.01797147377918218
10:59:13.849944		TRACK	STATE	CURSOR	Y	-0.010850822267585195
10:59:13.870023		TRACK	STATE	CURSOR	X	-0.018399977157254603
10:59:13.870126		TRACK	STATE	CURSOR	Y	-0.012486965585978485
10:59:13.890011		TRACK	STATE	CURSOR	X	-0.018809712451493904
10:59:13.890107		TRACK	STATE	CURSOR	Y	-0.014041604039933412
10:59:13.910065		TRACK	STATE	CURSOR	X	-0.019220961978664325
10:59:13.910174		TRACK	STATE	CURSOR	Y	-0.015592465866710621
10:59:13.930150		TRACK	STATE	CURSOR	X	-0.01963364365763524
10:59:13.930263		TRACK	STATE	CURSOR	Y	-0.01713928514718837
10:59:13.950183		TRACK	STATE	CURSOR	X	-0.010047674673567293
10:59:13.950279		TRACK	STATE	CURSOR	Y	-0.018681796625399347
10:59:13.970302		TRACK	STATE	CURSOR	X	-0.01046297148841959
10:59:13.970435		TRACK	STATE	CURSOR	Y	-0.010219735750258448
10:59:13.990597		TRACK	STATE	CURSOR	X	-0.010879449851585019
10:59:13.990696		TRACK	STATE	CURSOR	Y	-0.01175283871718147
10:59:14.010771		TRACK	STATE	CURSOR	X	-0.011297024810651748
10:59:14.010890		TRACK	STATE	CURSOR	Y	-0.013280842509597138
10:59:14.030872		TRACK	STATE	CURSOR	X	-0.01171561072229029
10:59:14.030983		TRACK	STATE	CURSOR	Y	-0.014803484940333964
10:59:14.051093		TRACK	STATE	CURSOR	X	-0.012156119504233223
10:59:14.051227		TRACK	STATE	CURSOR	Y	-0.016396203410212605
10:59:14.071290		TRACK	STATE	CURSOR	X	-0.012576507269013179
10:59:14.071403		TRACK	STATE	CURSOR	Y	-0.01790703910702919
10:59:14.091412		TRACK	STATE	CURSOR	X	-0.0129976406220499
10:59:14.091519		TRACK	STATE	CURSOR	Y	-0.019411719322207623
10:59:14.111666		TRACK	STATE	CURSOR	X	-0.013419431235654129
10:59:14.111807		TRACK	STATE	CURSOR	Y	-0.010909985648251937
10:59:14.132039		TRACK	STATE	CURSOR	X	-0.013862921407222199
10:59:14.132154		TRACK	STATE	CURSOR	Y	-0.012475980744800512
10:59:14.152360		TRACK	STATE	CURSOR	X	-0.014285780607313883
10:59:14.152506		TRACK	STATE	CURSOR	Y	-0.01396029517063536
10:59:14.172863		TRACK	STATE	CURSOR	X	-0.014709023801406004
10:59:14.172966		TRACK	STATE	CURSOR	Y	-0.015437414136431989
10:59:14.193111		TRACK	STATE	CURSOR	X	-0.015153743042730995
10:59:14.193216		TRACK	STATE	CURSOR	Y	-0.016980367072677617
10:59:14.213349		TRACK	STATE	CURSOR	X	-0.015577488846067486
10:59:14.213456		TRACK	STATE	CURSOR	Y	-0.018441942714850786
10:59:14.233720		TRACK	STATE	CURSOR	X	-0.0160013398117696
10:59:14.233847		TRACK	STATE	CURSOR	Y	-0.019895552111591004
10:59:14.253941		TRACK	STATE	CURSOR	X	-0.016446395205818774
10:59:14.254058		TRACK	STATE	CURSOR	Y	-0.01141299458361609
10:59:14.274121		TRACK	STATE	CURSOR	X	-0.016870171743901832
10:59:14.274222		TRACK	STATE	CURSOR	Y	-0.012849492505925446
10:59:14.294357		TRACK	STATE	CURSOR	X	-0.017293769389989083
10:59:14.294466		TRACK	STATE	CURSOR	Y	-0.01427726531338513
10:59:14.314528		TRACK	STATE	CURSOR	X	-0.017717093933725392
10:59:14.314669		TRACK	STATE	CURSOR	Y	-0.01569606697891506
10:59:14.334756		TRACK	STATE	CURSOR	X	-0.018140050653637572
10:59:14.334867		TRACK	STATE	CURSOR	Y	-0.01710565291511581
10:59:14.354884		TRACK	STATE	CURSOR	X	-0.018583655144060143
